1 18:38:40 Avg: 6,8  Max: 1430,9  AvgCalls: 1  Players: 1  
2 18:39:10 Avg: 1,3  Max: 8,8  AvgCalls: 1  Players: 1  
3 18:39:40 Avg: 1,4  Max: 16,0  AvgCalls: 1  Players: 1  
4 18:40:10 Avg: 3,4  Max: 647,1  AvgCalls: 1  Players: 1  
5 18:40:40 Avg: 2,5  Max: 47,5  AvgCalls: 1  Players: 1  
6 18:41:10 Avg: 1,3  Max: 20,1  AvgCalls: 1  Players: 1  
7 18:41:40 Avg: 2,1  Max: 295,9  AvgCalls: 1  Players: 1  
8 18:42:10 Avg: 1,2  Max: 8,8  AvgCalls: 1  Players: 1  
9 18:42:40 Avg: 1,3  Max: 12,8  AvgCalls: 1  Players: 1  
10 18:43:10 Avg: 1,3  Max: 28,5  AvgCalls: 1  Players: 1  
11 18:43:40 Avg: 1,1  Max: 19,7  AvgCalls: 1  Players: 1  
12 18:44:10 Avg: 1,0  Max: 4,2  AvgCalls: 1  Players: 1  
13 18:44:40 Avg: 1,0  Max: 5,5  AvgCalls: 1  Players: 1  
14 18:45:10 Avg: 1,1  Max: 12,8  AvgCalls: 1  Players: 1  
15 18:45:40 Avg: 1,0  Max: 5,6  AvgCalls: 1  Players: 1  
16 18:46:10 Avg: 1,0  Max: 5,3  AvgCalls: 1  Players: 1  
17 18:46:40 Avg: 1,0  Max: 7,9  AvgCalls: 1  Players: 1  
18 18:47:10 Avg: 1,0  Max: 5,1  AvgCalls: 1  Players: 1  
19 18:47:40 Avg: 1,1  Max: 7,9  AvgCalls: 1  Players: 1  
20 18:48:10 Avg: 1,1  Max: 16,7  AvgCalls: 1  Players: 1  
21 18:48:40 Avg: 1,1  Max: 8,4  AvgCalls: 1  Players: 1  
22 18:49:10 Avg: 1,1  Max: 5,7  AvgCalls: 1  Players: 1  
23 18:49:40 Avg: 1,1  Max: 5,7  AvgCalls: 1  Players: 1  
24 18:50:10 Avg: 1,1  Max: 8,6  AvgCalls: 1  Players: 1  
25 18:50:40 Avg: 1,0  Max: 5,0  AvgCalls: 1  Players: 1  
26 18:51:10 Avg: 1,1  Max: 7,7  AvgCalls: 1  Players: 1  
27 18:51:40 Avg: 1,1  Max: 6,4  AvgCalls: 1  Players: 1  
28 18:52:10 Avg: 1,2  Max: 6,9  AvgCalls: 1  Players: 1  
29 18:52:40 Avg: 1,1  Max: 4,6  AvgCalls: 1  Players: 1  
30 18:53:10 Avg: 1,2  Max: 33,0  AvgCalls: 1  Players: 1  
31 18:53:40 Avg: 1,1  Max: 8,4  AvgCalls: 1  Players: 1  
32 18:54:10 Avg: 1,5  Max: 21,0  AvgCalls: 1  Players: 1  
33 18:54:40 Avg: 1,6  Max: 20,0  AvgCalls: 1  Players: 2  
34 18:55:10 Avg: 1,6  Max: 11,8  AvgCalls: 1  Players: 2  
35 18:55:40 Avg: 1,6  Max: 68,8  AvgCalls: 1  Players: 1  
36 18:56:10 Avg: 1,2  Max: 8,3  AvgCalls: 1  Players: 1  
37 18:56:40 Avg: 1,2  Max: 7,7  AvgCalls: 1  Players: 1  
38 18:57:10 Avg: 1,2  Max: 8,4  AvgCalls: 1  Players: 1  
39 18:57:40 Avg: 1,3  Max: 11,0  AvgCalls: 1  Players: 1  
40 18:58:10 Avg: 1,5  Max: 18,1  AvgCalls: 1  Players: 2  
41 18:58:40 Avg: 1,5  Max: 31,1  AvgCalls: 1  Players: 1  
42 18:59:10 Avg: 0,9  Max: 20,7  AvgCalls: 1  Players: 0  
43 18:59:40 Avg: 2,1  Max: 16,6  AvgCalls: 1  Players: 1  
44 19:00:10 Avg: 2,1  Max: 44,0  AvgCalls: 1  Players: 1  
45 19:00:40 Avg: 1,6  Max: 20,8  AvgCalls: 1  Players: 0  
46 19:01:10 Avg: 2,3  Max: 38,6  AvgCalls: 1  Players: 0  
47 19:01:40 Avg: 1,0  Max: 14,0  AvgCalls: 1  Players: 0  
48 19:02:10 Avg: 0,8  Max: 6,9  AvgCalls: 1  Players: 0  
49 19:02:40 Avg: 0,7  Max: 6,5  AvgCalls: 1  Players: 0  
50 19:03:10 Avg: 0,8  Max: 7,8  AvgCalls: 1  Players: 0  
51 19:03:40 Avg: 0,7  Max: 12,0  AvgCalls: 1  Players: 0  
52 19:04:10 Avg: 0,7  Max: 6,0  AvgCalls: 1  Players: 0  
53 19:04:40 Avg: 0,8  Max: 27,9  AvgCalls: 1  Players: 0  
