1 12:11:02 Avg: 1,0  Max: 39,2  AvgCalls: 1  Players: 0  
2 12:11:32 Avg: 0,5  Max: 15,9  AvgCalls: 1  Players: 0  
3 12:12:02 Avg: 0,4  Max: 7,2  AvgCalls: 1  Players: 0  
4 12:12:32 Avg: 1,5  Max: 159,4  AvgCalls: 1  Players: 0  
5 12:13:02 Avg: 1,0  Max: 15,9  AvgCalls: 1  Players: 1  
6 12:13:32 Avg: 0,9  Max: 5,2  AvgCalls: 1  Players: 1  
7 12:14:02 Avg: 3,4  Max: 1452,6  AvgCalls: 1  Players: 1  
8 12:14:32 Avg: 0,8  Max: 5,6  AvgCalls: 1  Players: 1  
9 12:15:24 Avg: 56,2  Max: 14151,6  AvgCalls: 1  Players: 1  
10 12:16:10 Avg: 77,3  Max: 1010,4  AvgCalls: 1  Players: 1  
11 12:16:31 Avg: 34,5  Max: 555,7  AvgCalls: 1  Players: 1  
12 12:16:32 Avg: 1,1  Max: 41,6  AvgCalls: 1  Players: 1  
13 12:17:02 Avg: 1,2  Max: 5,9  AvgCalls: 1  Players: 1  
14 12:17:32 Avg: 1,2  Max: 3,2  AvgCalls: 1  Players: 1  
15 12:18:02 Avg: 1,3  Max: 4,9  AvgCalls: 1  Players: 1  
16 12:18:32 Avg: 1,2  Max: 16,5  AvgCalls: 1  Players: 1  
17 12:19:02 Avg: 3,6  Max: 1319,5  AvgCalls: 1  Players: 0  
18 12:19:32 Avg: 2,7  Max: 928,8  AvgCalls: 1  Players: 1  
19 12:20:02 Avg: 2,5  Max: 838,9  AvgCalls: 1  Players: 0  
20 12:20:32 Avg: 1,2  Max: 6,6  AvgCalls: 1  Players: 1  
21 12:21:02 Avg: 2,8  Max: 1086,4  AvgCalls: 1  Players: 1  
22 12:21:32 Avg: 0,9  Max: 2,4  AvgCalls: 1  Players: 1  
23 12:22:02 Avg: 2,4  Max: 898,1  AvgCalls: 1  Players: 1  
24 12:22:32 Avg: 2,3  Max: 827,9  AvgCalls: 1  Players: 1  
25 12:23:02 Avg: 1,2  Max: 4,3  AvgCalls: 1  Players: 1  
26 12:23:32 Avg: 1,3  Max: 13,6  AvgCalls: 1  Players: 1  
27 12:24:02 Avg: 1,0  Max: 11,2  AvgCalls: 1  Players: 1  
28 12:24:32 Avg: 0,9  Max: 3,7  AvgCalls: 1  Players: 1  
29 12:25:02 Avg: 0,9  Max: 4,9  AvgCalls: 1  Players: 1  
30 12:25:32 Avg: 0,9  Max: 2,5  AvgCalls: 1  Players: 1  
31 12:26:02 Avg: 1,0  Max: 5,9  AvgCalls: 1  Players: 1  
32 12:26:32 Avg: 1,0  Max: 4,8  AvgCalls: 1  Players: 1  
33 12:27:02 Avg: 2,4  Max: 855,6  AvgCalls: 1  Players: 1  
34 12:27:32 Avg: 2,8  Max: 1093,7  AvgCalls: 1  Players: 0  
35 12:28:02 Avg: 1,0  Max: 12,9  AvgCalls: 1  Players: 0  
36 12:28:32 Avg: 1,0  Max: 6,0  AvgCalls: 1  Players: 1  
37 12:29:02 Avg: 1,1  Max: 6,6  AvgCalls: 1  Players: 1  
38 12:29:32 Avg: 1,0  Max: 6,1  AvgCalls: 1  Players: 1  
39 12:30:02 Avg: 0,9  Max: 3,6  AvgCalls: 1  Players: 1  
40 12:30:32 Avg: 0,9  Max: 3,7  AvgCalls: 1  Players: 1  
41 12:31:02 Avg: 0,9  Max: 3,9  AvgCalls: 1  Players: 1  
42 12:31:32 Avg: 1,0  Max: 2,8  AvgCalls: 1  Players: 1  
43 12:32:02 Avg: 0,9  Max: 3,3  AvgCalls: 1  Players: 1  
44 12:32:32 Avg: 1,1  Max: 25,1  AvgCalls: 1  Players: 1  
45 12:33:02 Avg: 0,9  Max: 5,8  AvgCalls: 1  Players: 1  
46 12:33:32 Avg: 0,9  Max: 6,2  AvgCalls: 1  Players: 1  
47 12:34:02 Avg: 1,0  Max: 3,5  AvgCalls: 1  Players: 1  
48 12:34:32 Avg: 1,0  Max: 10,1  AvgCalls: 1  Players: 1  
49 12:35:02 Avg: 1,0  Max: 3,8  AvgCalls: 1  Players: 1  
50 12:35:32 Avg: 1,3  Max: 15,0  AvgCalls: 1  Players: 1  
51 12:36:02 Avg: 1,0  Max: 2,8  AvgCalls: 1  Players: 1  
52 12:36:32 Avg: 1,0  Max: 2,7  AvgCalls: 1  Players: 1  
53 12:37:02 Avg: 0,9  Max: 9,8  AvgCalls: 1  Players: 1  
54 12:37:32 Avg: 0,9  Max: 14,4  AvgCalls: 1  Players: 1  
55 12:38:02 Avg: 0,9  Max: 3,3  AvgCalls: 1  Players: 1  
56 12:38:32 Avg: 1,0  Max: 5,6  AvgCalls: 1  Players: 1  
57 12:39:02 Avg: 1,1  Max: 10,7  AvgCalls: 1  Players: 1  
58 12:39:32 Avg: 1,0  Max: 2,7  AvgCalls: 1  Players: 1  
59 12:40:02 Avg: 0,9  Max: 3,2  AvgCalls: 1  Players: 1  
60 12:40:32 Avg: 1,1  Max: 11,6  AvgCalls: 1  Players: 1  
61 12:41:02 Avg: 0,9  Max: 4,7  AvgCalls: 1  Players: 1  
62 12:41:32 Avg: 0,9  Max: 5,1  AvgCalls: 1  Players: 1  
63 12:42:02 Avg: 0,9  Max: 2,1  AvgCalls: 1  Players: 1  
64 12:42:32 Avg: 0,9  Max: 9,8  AvgCalls: 1  Players: 1  
65 12:43:02 Avg: 1,0  Max: 5,1  AvgCalls: 1  Players: 1  
66 12:43:32 Avg: 0,9  Max: 3,3  AvgCalls: 1  Players: 1  
67 12:44:02 Avg: 0,9  Max: 3,2  AvgCalls: 1  Players: 1  
68 12:44:32 Avg: 1,0  Max: 18,9  AvgCalls: 1  Players: 1  
69 12:45:02 Avg: 1,6  Max: 32,6  AvgCalls: 1  Players: 2  
70 12:45:52 Avg: 76,0  Max: 6168,4  AvgCalls: 1  Players: 1  
71 12:46:28 Avg: 60,7  Max: 530,7  AvgCalls: 1  Players: 2  
72 12:46:32 Avg: 3,3  Max: 499,8  AvgCalls: 1  Players: 2  
73 12:47:02 Avg: 3,6  Max: 634,3  AvgCalls: 1  Players: 2  
74 12:47:32 Avg: 1,9  Max: 15,4  AvgCalls: 1  Players: 2  
75 12:48:02 Avg: 1,9  Max: 29,8  AvgCalls: 1  Players: 2  
76 12:48:32 Avg: 1,7  Max: 12,5  AvgCalls: 1  Players: 2  
77 12:49:02 Avg: 1,5  Max: 5,1  AvgCalls: 1  Players: 2  
78 12:49:32 Avg: 1,6  Max: 9,8  AvgCalls: 1  Players: 2  
79 12:50:02 Avg: 1,6  Max: 9,3  AvgCalls: 1  Players: 2  
80 12:50:32 Avg: 1,8  Max: 29,5  AvgCalls: 1  Players: 2  
81 12:51:02 Avg: 2,1  Max: 14,2  AvgCalls: 1  Players: 2  
82 12:51:32 Avg: 1,7  Max: 17,3  AvgCalls: 1  Players: 2  
83 12:52:02 Avg: 1,5  Max: 11,7  AvgCalls: 1  Players: 2  
