1 23:52:54 Avg: 6,2  Max: 860,9  AvgCalls: 1  Players: 0  
2 23:53:24 Avg: 1,3  Max: 27,7  AvgCalls: 1  Players: 1  
3 23:53:54 Avg: 1,2  Max: 16,1  AvgCalls: 1  Players: 1  
4 23:54:24 Avg: 2,2  Max: 558,8  AvgCalls: 1  Players: 1  
5 23:54:54 Avg: 1,1  Max: 19,0  AvgCalls: 1  Players: 1  
6 23:55:24 Avg: 1,0  Max: 9,3  AvgCalls: 1  Players: 1  
7 23:55:54 Avg: 1,0  Max: 19,9  AvgCalls: 1  Players: 1  
8 23:56:24 Avg: 1,0  Max: 4,1  AvgCalls: 1  Players: 1  
9 23:56:54 Avg: 1,0  Max: 7,3  AvgCalls: 1  Players: 1  
10 23:57:24 Avg: 1,1  Max: 32,5  AvgCalls: 1  Players: 1  
11 23:57:54 Avg: 1,0  Max: 11,9  AvgCalls: 1  Players: 1  
12 23:58:24 Avg: 2,2  Max: 28,3  AvgCalls: 1  Players: 1  
13 23:58:54 Avg: 1,6  Max: 22,5  AvgCalls: 1  Players: 1  
14 23:59:24 Avg: 1,6  Max: 18,5  AvgCalls: 1  Players: 1  
15 23:59:54 Avg: 1,5  Max: 16,5  AvgCalls: 1  Players: 1  
16 00:00:24 Avg: 1,8  Max: 42,7  AvgCalls: 1  Players: 1  
17 00:00:54 Avg: 1,1  Max: 9,5  AvgCalls: 1  Players: 1  
18 00:01:24 Avg: 1,2  Max: 11,7  AvgCalls: 1  Players: 1  
19 00:01:54 Avg: 1,7  Max: 17,7  AvgCalls: 1  Players: 0  
20 00:02:24 Avg: 2,0  Max: 10,3  AvgCalls: 1  Players: 0  
21 00:02:54 Avg: 2,0  Max: 18,9  AvgCalls: 1  Players: 0  
22 00:03:24 Avg: 2,1  Max: 55,7  AvgCalls: 1  Players: 0  
23 00:03:54 Avg: 2,1  Max: 7,8  AvgCalls: 1  Players: 0  
24 00:04:24 Avg: 2,1  Max: 8,7  AvgCalls: 1  Players: 0  
25 00:04:54 Avg: 2,1  Max: 11,6  AvgCalls: 1  Players: 0  
26 00:05:24 Avg: 2,2  Max: 13,8  AvgCalls: 1  Players: 0  
27 00:05:54 Avg: 2,1  Max: 8,2  AvgCalls: 1  Players: 0  
28 00:06:24 Avg: 2,0  Max: 6,7  AvgCalls: 1  Players: 0  
29 00:06:54 Avg: 2,1  Max: 20,2  AvgCalls: 1  Players: 0  
30 00:07:24 Avg: 2,1  Max: 19,7  AvgCalls: 1  Players: 0  
31 00:07:54 Avg: 2,0  Max: 15,9  AvgCalls: 1  Players: 0  
32 00:08:24 Avg: 2,1  Max: 20,9  AvgCalls: 1  Players: 0  
