1 17:54:49 Avg: 110,4  Max: 1598,0  AvgCalls: 1  Players: 2  
2 17:54:53 Avg: 6,5  Max: 75,9  AvgCalls: 1  Players: 3  
3 17:55:13 Avg: 14,6  Max: 1323,2  AvgCalls: 1  Players: 3  
4 17:55:43 Avg: 11,2  Max: 134,7  AvgCalls: 1  Players: 3  
5 17:56:13 Avg: 11,5  Max: 227,2  AvgCalls: 1  Players: 3  
6 17:56:43 Avg: 7,7  Max: 51,1  AvgCalls: 1  Players: 3  
7 17:57:13 Avg: 9,6  Max: 149,4  AvgCalls: 1  Players: 3  
8 17:57:43 Avg: 8,8  Max: 300,9  AvgCalls: 1  Players: 3  
9 17:58:13 Avg: 6,7  Max: 64,5  AvgCalls: 1  Players: 2  
10 17:58:43 Avg: 5,3  Max: 140,5  AvgCalls: 1  Players: 2  
11 17:59:13 Avg: 9,8  Max: 260,4  AvgCalls: 1  Players: 2  
12 17:59:43 Avg: 3,9  Max: 20,0  AvgCalls: 1  Players: 2  
13 18:00:13 Avg: 3,7  Max: 22,3  AvgCalls: 1  Players: 2  
14 18:00:43 Avg: 4,1  Max: 47,7  AvgCalls: 1  Players: 2  
15 18:01:13 Avg: 7,3  Max: 133,2  AvgCalls: 1  Players: 2  
16 18:01:43 Avg: 8,6  Max: 103,0  AvgCalls: 1  Players: 2  
17 18:02:13 Avg: 25,2  Max: 1426,1  AvgCalls: 1  Players: 3  
18 18:02:43 Avg: 5,1  Max: 38,2  AvgCalls: 1  Players: 3  
19 18:03:13 Avg: 4,7  Max: 23,5  AvgCalls: 1  Players: 3  
20 18:03:43 Avg: 3,9  Max: 35,1  AvgCalls: 1  Players: 3  
21 18:04:13 Avg: 4,0  Max: 17,6  AvgCalls: 1  Players: 3  
22 18:04:43 Avg: 4,3  Max: 34,2  AvgCalls: 1  Players: 3  
23 18:05:13 Avg: 3,9  Max: 13,9  AvgCalls: 1  Players: 3  
24 18:05:43 Avg: 3,8  Max: 10,8  AvgCalls: 1  Players: 3  
25 18:06:13 Avg: 3,8  Max: 12,2  AvgCalls: 1  Players: 3  
26 18:06:43 Avg: 3,8  Max: 8,9  AvgCalls: 1  Players: 3  
27 18:07:13 Avg: 3,9  Max: 12,4  AvgCalls: 1  Players: 3  
28 18:07:43 Avg: 3,8  Max: 11,6  AvgCalls: 1  Players: 3  
29 18:08:13 Avg: 3,7  Max: 8,1  AvgCalls: 1  Players: 3  
30 18:08:43 Avg: 5,3  Max: 37,2  AvgCalls: 1  Players: 3  
31 18:09:13 Avg: 6,5  Max: 58,2  AvgCalls: 1  Players: 3  
32 18:09:43 Avg: 5,4  Max: 36,1  AvgCalls: 1  Players: 3  
33 18:10:13 Avg: 3,9  Max: 12,6  AvgCalls: 1  Players: 2  
34 18:10:43 Avg: 4,6  Max: 47,2  AvgCalls: 1  Players: 1  
35 18:11:13 Avg: 1,6  Max: 35,8  AvgCalls: 1  Players: 0  
36 18:11:43 Avg: 0,8  Max: 4,1  AvgCalls: 1  Players: 0  
37 18:12:13 Avg: 0,8  Max: 4,6  AvgCalls: 1  Players: 0  
38 18:12:43 Avg: 0,8  Max: 3,9  AvgCalls: 1  Players: 0  
39 18:13:13 Avg: 0,9  Max: 5,5  AvgCalls: 1  Players: 0  
40 18:13:43 Avg: 0,9  Max: 5,3  AvgCalls: 1  Players: 0  
41 18:14:13 Avg: 0,8  Max: 6,9  AvgCalls: 1  Players: 0  
42 18:14:43 Avg: 0,8  Max: 4,8  AvgCalls: 1  Players: 0  
43 18:15:13 Avg: 0,8  Max: 6,6  AvgCalls: 1  Players: 0  
44 18:15:43 Avg: 0,8  Max: 5,9  AvgCalls: 1  Players: 0  
45 18:16:13 Avg: 0,8  Max: 7,0  AvgCalls: 1  Players: 0  
46 18:16:43 Avg: 0,8  Max: 4,7  AvgCalls: 1  Players: 0  
47 18:17:13 Avg: 0,8  Max: 4,5  AvgCalls: 1  Players: 0  
48 18:17:43 Avg: 0,8  Max: 4,8  AvgCalls: 1  Players: 0  
49 18:18:13 Avg: 0,9  Max: 35,3  AvgCalls: 1  Players: 0  
50 18:18:43 Avg: 1,8  Max: 37,1  AvgCalls: 1  Players: 0  
51 18:19:13 Avg: 0,8  Max: 3,1  AvgCalls: 1  Players: 0  
52 18:19:43 Avg: 1,6  Max: 49,3  AvgCalls: 1  Players: 0  
53 18:20:13 Avg: 1,5  Max: 11,9  AvgCalls: 1  Players: 1  
54 18:20:43 Avg: 3,3  Max: 40,5  AvgCalls: 1  Players: 1  
55 18:21:13 Avg: 2,1  Max: 19,6  AvgCalls: 1  Players: 1  
56 18:21:43 Avg: 1,1  Max: 8,9  AvgCalls: 1  Players: 1  
