1 11:15:55 Avg: 90,2  Max: 1078,8  AvgCalls: 1  Players: 0  
2 11:16:38 Avg: 70,5  Max: 521,2  AvgCalls: 1  Players: 1  
3 11:16:41 Avg: 6,1  Max: 61,3  AvgCalls: 1  Players: 1  
4 11:17:01 Avg: 3,8  Max: 597,5  AvgCalls: 1  Players: 1  
5 11:17:31 Avg: 1,4  Max: 38,9  AvgCalls: 1  Players: 1  
6 11:18:01 Avg: 1,5  Max: 31,8  AvgCalls: 1  Players: 2  
7 11:18:31 Avg: 1,6  Max: 10,2  AvgCalls: 1  Players: 2  
8 11:19:01 Avg: 1,5  Max: 19,1  AvgCalls: 1  Players: 2  
9 11:19:31 Avg: 1,4  Max: 8,6  AvgCalls: 1  Players: 2  
10 11:20:01 Avg: 1,8  Max: 115,4  AvgCalls: 1  Players: 2  
11 11:20:31 Avg: 1,7  Max: 13,8  AvgCalls: 1  Players: 2  
12 11:21:01 Avg: 1,6  Max: 56,3  AvgCalls: 1  Players: 2  
13 11:21:31 Avg: 1,4  Max: 5,3  AvgCalls: 1  Players: 2  
14 11:22:01 Avg: 1,4  Max: 8,3  AvgCalls: 1  Players: 2  
15 11:22:31 Avg: 1,3  Max: 4,5  AvgCalls: 1  Players: 2  
16 11:23:01 Avg: 1,3  Max: 6,0  AvgCalls: 1  Players: 2  
17 11:23:31 Avg: 1,4  Max: 6,9  AvgCalls: 1  Players: 2  
18 11:24:01 Avg: 1,3  Max: 7,8  AvgCalls: 1  Players: 2  
19 11:24:31 Avg: 1,3  Max: 6,1  AvgCalls: 1  Players: 2  
20 11:25:01 Avg: 1,3  Max: 13,5  AvgCalls: 1  Players: 2  
21 11:25:31 Avg: 1,3  Max: 3,7  AvgCalls: 1  Players: 2  
22 11:26:01 Avg: 1,3  Max: 5,3  AvgCalls: 1  Players: 2  
23 11:26:31 Avg: 1,4  Max: 20,8  AvgCalls: 1  Players: 2  
24 11:27:01 Avg: 1,3  Max: 9,7  AvgCalls: 1  Players: 2  
25 11:27:31 Avg: 1,3  Max: 4,9  AvgCalls: 1  Players: 2  
26 11:28:01 Avg: 1,3  Max: 4,8  AvgCalls: 1  Players: 2  
27 11:28:31 Avg: 1,4  Max: 9,0  AvgCalls: 1  Players: 2  
28 11:29:01 Avg: 1,4  Max: 5,6  AvgCalls: 1  Players: 2  
29 11:29:31 Avg: 1,4  Max: 4,4  AvgCalls: 1  Players: 2  
30 11:30:01 Avg: 1,5  Max: 11,9  AvgCalls: 1  Players: 2  
31 11:30:31 Avg: 1,6  Max: 17,0  AvgCalls: 1  Players: 2  
32 11:31:01 Avg: 1,4  Max: 6,5  AvgCalls: 1  Players: 2  
33 11:31:31 Avg: 1,4  Max: 5,6  AvgCalls: 1  Players: 2  
34 11:32:01 Avg: 1,4  Max: 3,3  AvgCalls: 1  Players: 2  
35 11:32:31 Avg: 1,4  Max: 3,1  AvgCalls: 1  Players: 2  
36 11:33:01 Avg: 1,4  Max: 5,2  AvgCalls: 1  Players: 2  
37 11:33:31 Avg: 3,3  Max: 219,4  AvgCalls: 1  Players: 2  
38 11:34:01 Avg: 3,4  Max: 240,9  AvgCalls: 1  Players: 2  
39 11:34:31 Avg: 1,8  Max: 12,2  AvgCalls: 1  Players: 2  
40 11:35:01 Avg: 1,2  Max: 13,4  AvgCalls: 1  Players: 2  
41 11:35:31 Avg: 1,2  Max: 5,7  AvgCalls: 1  Players: 2  
42 11:36:01 Avg: 1,2  Max: 5,5  AvgCalls: 1  Players: 2  
43 11:36:31 Avg: 1,2  Max: 9,3  AvgCalls: 1  Players: 2  
44 11:37:01 Avg: 1,2  Max: 5,4  AvgCalls: 1  Players: 2  
45 11:37:31 Avg: 1,3  Max: 6,5  AvgCalls: 1  Players: 2  
46 11:38:01 Avg: 1,4  Max: 14,6  AvgCalls: 1  Players: 2  
47 11:38:31 Avg: 1,4  Max: 25,5  AvgCalls: 1  Players: 2  
48 11:39:01 Avg: 1,5  Max: 6,2  AvgCalls: 1  Players: 2  
49 11:39:31 Avg: 1,3  Max: 5,5  AvgCalls: 1  Players: 2  
50 11:40:01 Avg: 1,4  Max: 29,5  AvgCalls: 1  Players: 2  
51 11:40:31 Avg: 1,4  Max: 6,7  AvgCalls: 1  Players: 2  
52 11:41:01 Avg: 1,3  Max: 9,5  AvgCalls: 1  Players: 2  
53 11:41:31 Avg: 1,3  Max: 5,4  AvgCalls: 1  Players: 2  
54 11:42:01 Avg: 1,4  Max: 28,5  AvgCalls: 1  Players: 2  
55 11:42:31 Avg: 1,4  Max: 15,4  AvgCalls: 1  Players: 2  
56 11:43:01 Avg: 1,2  Max: 5,4  AvgCalls: 1  Players: 2  
57 11:43:31 Avg: 1,2  Max: 6,1  AvgCalls: 1  Players: 2  
58 11:44:01 Avg: 1,2  Max: 3,3  AvgCalls: 1  Players: 2  
59 11:44:31 Avg: 1,2  Max: 5,4  AvgCalls: 1  Players: 2  
60 11:45:01 Avg: 1,2  Max: 11,1  AvgCalls: 1  Players: 2  
61 11:45:31 Avg: 1,2  Max: 4,1  AvgCalls: 1  Players: 2  
62 11:46:01 Avg: 1,1  Max: 5,2  AvgCalls: 1  Players: 2  
63 11:46:31 Avg: 1,2  Max: 5,7  AvgCalls: 1  Players: 2  
64 11:47:01 Avg: 1,2  Max: 7,9  AvgCalls: 1  Players: 2  
65 11:47:31 Avg: 1,1  Max: 7,1  AvgCalls: 1  Players: 2  
66 11:48:01 Avg: 1,1  Max: 5,2  AvgCalls: 1  Players: 2  
67 11:48:31 Avg: 1,1  Max: 6,7  AvgCalls: 1  Players: 2  
68 11:49:01 Avg: 1,1  Max: 4,6  AvgCalls: 1  Players: 2  
69 11:49:31 Avg: 1,1  Max: 9,6  AvgCalls: 1  Players: 2  
70 11:50:01 Avg: 1,1  Max: 9,7  AvgCalls: 1  Players: 2  
71 11:50:31 Avg: 1,1  Max: 5,6  AvgCalls: 1  Players: 2  
72 11:51:01 Avg: 1,1  Max: 4,9  AvgCalls: 1  Players: 2  
73 11:51:31 Avg: 1,1  Max: 3,5  AvgCalls: 1  Players: 2  
74 11:52:01 Avg: 1,1  Max: 3,4  AvgCalls: 1  Players: 2  
75 11:52:31 Avg: 1,1  Max: 5,2  AvgCalls: 1  Players: 2  
76 11:53:01 Avg: 1,1  Max: 5,7  AvgCalls: 1  Players: 2  
77 11:53:31 Avg: 1,2  Max: 5,5  AvgCalls: 1  Players: 2  
78 11:54:01 Avg: 1,1  Max: 3,6  AvgCalls: 1  Players: 2  
