1 13:56:12 Avg: 78,0  Max: 543,8  AvgCalls: 1  Players: 0  
2 13:56:51 Avg: 64,2  Max: 516,9  AvgCalls: 1  Players: 0  
3 13:56:56 Avg: 2,5  Max: 54,9  AvgCalls: 1  Players: 0  
4 13:57:26 Avg: 1,8  Max: 179,9  AvgCalls: 1  Players: 0  
5 13:57:56 Avg: 4,7  Max: 583,5  AvgCalls: 1  Players: 1  
6 13:58:26 Avg: 1,7  Max: 9,0  AvgCalls: 1  Players: 2  
7 13:58:56 Avg: 1,6  Max: 13,5  AvgCalls: 1  Players: 2  
8 13:59:26 Avg: 1,5  Max: 5,6  AvgCalls: 1  Players: 2  
9 13:59:56 Avg: 1,5  Max: 5,4  AvgCalls: 1  Players: 2  
10 14:00:26 Avg: 1,6  Max: 78,5  AvgCalls: 1  Players: 2  
11 14:00:56 Avg: 1,3  Max: 9,3  AvgCalls: 1  Players: 2  
12 14:01:26 Avg: 1,2  Max: 5,0  AvgCalls: 1  Players: 2  
13 14:01:56 Avg: 1,5  Max: 20,2  AvgCalls: 1  Players: 2  
14 14:02:26 Avg: 1,4  Max: 13,9  AvgCalls: 1  Players: 2  
15 14:02:56 Avg: 1,3  Max: 5,6  AvgCalls: 1  Players: 2  
16 14:03:26 Avg: 1,3  Max: 22,6  AvgCalls: 1  Players: 2  
17 14:03:56 Avg: 1,3  Max: 6,3  AvgCalls: 1  Players: 2  
18 14:04:26 Avg: 1,4  Max: 16,1  AvgCalls: 1  Players: 2  
19 14:04:56 Avg: 1,3  Max: 5,1  AvgCalls: 1  Players: 2  
20 14:05:26 Avg: 1,3  Max: 13,3  AvgCalls: 1  Players: 2  
21 14:05:56 Avg: 1,3  Max: 5,0  AvgCalls: 1  Players: 2  
22 14:06:26 Avg: 1,4  Max: 11,8  AvgCalls: 1  Players: 2  
23 14:06:56 Avg: 1,4  Max: 20,1  AvgCalls: 1  Players: 2  
24 14:07:26 Avg: 1,4  Max: 169,9  AvgCalls: 1  Players: 2  
25 14:07:56 Avg: 1,2  Max: 7,6  AvgCalls: 1  Players: 2  
26 14:08:26 Avg: 1,2  Max: 7,1  AvgCalls: 1  Players: 2  
27 14:08:56 Avg: 1,5  Max: 18,0  AvgCalls: 1  Players: 2  
28 14:09:26 Avg: 1,6  Max: 6,1  AvgCalls: 1  Players: 2  
29 14:09:56 Avg: 1,7  Max: 86,9  AvgCalls: 1  Players: 2  
30 14:10:26 Avg: 1,5  Max: 12,5  AvgCalls: 1  Players: 2  
31 14:10:56 Avg: 1,5  Max: 9,3  AvgCalls: 1  Players: 2  
32 14:11:26 Avg: 1,4  Max: 12,7  AvgCalls: 1  Players: 2  
33 14:11:56 Avg: 1,4  Max: 9,0  AvgCalls: 1  Players: 2  
34 14:12:26 Avg: 1,4  Max: 4,5  AvgCalls: 1  Players: 2  
35 14:12:56 Avg: 1,5  Max: 5,1  AvgCalls: 1  Players: 2  
36 14:13:26 Avg: 1,3  Max: 5,1  AvgCalls: 1  Players: 2  
37 14:13:56 Avg: 1,2  Max: 2,6  AvgCalls: 1  Players: 2  
38 14:14:26 Avg: 1,3  Max: 23,4  AvgCalls: 1  Players: 2  
39 14:14:56 Avg: 1,3  Max: 6,0  AvgCalls: 1  Players: 2  
40 14:15:26 Avg: 1,3  Max: 8,2  AvgCalls: 1  Players: 2  
41 14:15:56 Avg: 1,2  Max: 5,0  AvgCalls: 1  Players: 2  
42 14:16:26 Avg: 1,2  Max: 9,7  AvgCalls: 1  Players: 2  
