1 11:03:32 Avg: 1,2  Max: 68,9  AvgCalls: 1  Players: 0  
2 11:04:02 Avg: 2,3  Max: 149,3  AvgCalls: 1  Players: 0  
3 11:04:32 Avg: 1,0  Max: 12,6  AvgCalls: 1  Players: 1  
4 11:05:21 Avg: 39,9  Max: 15417,8  AvgCalls: 1  Players: 1  
5 11:06:07 Avg: 76,7  Max: 543,6  AvgCalls: 1  Players: 1  
6 11:06:54 Avg: 77,8  Max: 560,9  AvgCalls: 1  Players: 1  
7 11:07:40 Avg: 76,3  Max: 549,2  AvgCalls: 1  Players: 1  
8 11:08:26 Avg: 76,5  Max: 541,4  AvgCalls: 1  Players: 1  
9 11:09:09 Avg: 71,8  Max: 554,1  AvgCalls: 1  Players: 1  
10 11:09:10 Avg: 1,6  Max: 108,0  AvgCalls: 1  Players: 1  
11 11:09:11 Avg: 1,4  Max: 39,1  AvgCalls: 1  Players: 1  
12 11:09:12 Avg: 1,6  Max: 46,5  AvgCalls: 1  Players: 1  
13 11:09:32 Avg: 1,6  Max: 62,6  AvgCalls: 1  Players: 1  
14 11:10:02 Avg: 1,2  Max: 13,9  AvgCalls: 1  Players: 1  
15 11:10:32 Avg: 1,0  Max: 14,2  AvgCalls: 1  Players: 1  
16 11:11:02 Avg: 0,9  Max: 23,0  AvgCalls: 1  Players: 1  
17 11:11:32 Avg: 1,0  Max: 17,1  AvgCalls: 1  Players: 1  
18 11:12:02 Avg: 1,6  Max: 117,3  AvgCalls: 1  Players: 1  
19 11:12:32 Avg: 0,9  Max: 4,0  AvgCalls: 1  Players: 1  
20 11:13:02 Avg: 1,0  Max: 20,1  AvgCalls: 1  Players: 1  
21 11:13:32 Avg: 0,9  Max: 4,7  AvgCalls: 1  Players: 1  
22 11:14:02 Avg: 0,9  Max: 7,0  AvgCalls: 1  Players: 1  
23 11:14:32 Avg: 0,9  Max: 12,0  AvgCalls: 1  Players: 1  
24 11:15:02 Avg: 0,8  Max: 6,5  AvgCalls: 1  Players: 1  
25 11:15:32 Avg: 0,8  Max: 6,5  AvgCalls: 1  Players: 1  
26 11:16:02 Avg: 1,7  Max: 87,2  AvgCalls: 1  Players: 1  
27 11:16:32 Avg: 1,2  Max: 12,3  AvgCalls: 1  Players: 1  
28 11:17:02 Avg: 1,2  Max: 6,7  AvgCalls: 1  Players: 1  
29 11:17:32 Avg: 1,2  Max: 13,0  AvgCalls: 1  Players: 1  
30 11:18:02 Avg: 1,0  Max: 15,0  AvgCalls: 1  Players: 1  
31 11:18:32 Avg: 0,9  Max: 4,0  AvgCalls: 1  Players: 1  
32 11:19:02 Avg: 1,0  Max: 6,2  AvgCalls: 1  Players: 1  
33 11:19:32 Avg: 0,9  Max: 4,7  AvgCalls: 1  Players: 1  
34 11:20:02 Avg: 0,9  Max: 4,2  AvgCalls: 1  Players: 1  
35 11:20:32 Avg: 0,9  Max: 8,6  AvgCalls: 1  Players: 1  
36 11:21:02 Avg: 0,8  Max: 20,0  AvgCalls: 1  Players: 1  
37 11:21:32 Avg: 0,8  Max: 4,1  AvgCalls: 1  Players: 1  
38 11:22:02 Avg: 0,7  Max: 2,8  AvgCalls: 1  Players: 1  
39 11:22:32 Avg: 0,8  Max: 12,0  AvgCalls: 1  Players: 1  
40 11:23:02 Avg: 0,8  Max: 7,8  AvgCalls: 1  Players: 1  
41 11:23:32 Avg: 0,7  Max: 4,2  AvgCalls: 1  Players: 1  
42 11:24:02 Avg: 0,7  Max: 4,6  AvgCalls: 1  Players: 1  
43 11:24:32 Avg: 1,1  Max: 31,8  AvgCalls: 1  Players: 1  
44 11:25:02 Avg: 0,9  Max: 8,2  AvgCalls: 1  Players: 1  
45 11:25:32 Avg: 0,8  Max: 8,0  AvgCalls: 1  Players: 1  
46 11:26:02 Avg: 0,8  Max: 12,4  AvgCalls: 1  Players: 1  
47 11:26:32 Avg: 0,7  Max: 2,4  AvgCalls: 1  Players: 1  
48 11:27:02 Avg: 0,7  Max: 6,2  AvgCalls: 1  Players: 1  
49 11:27:32 Avg: 0,9  Max: 14,1  AvgCalls: 1  Players: 1  
50 11:28:02 Avg: 0,8  Max: 7,5  AvgCalls: 1  Players: 1  
51 11:28:32 Avg: 0,7  Max: 12,3  AvgCalls: 1  Players: 1  
52 11:29:02 Avg: 0,8  Max: 8,1  AvgCalls: 1  Players: 1  
53 11:29:32 Avg: 1,0  Max: 12,1  AvgCalls: 1  Players: 1  
54 11:30:02 Avg: 0,9  Max: 7,4  AvgCalls: 1  Players: 1  
55 11:30:32 Avg: 0,8  Max: 6,0  AvgCalls: 1  Players: 1  
56 11:31:02 Avg: 1,2  Max: 19,1  AvgCalls: 1  Players: 1  
57 11:31:32 Avg: 1,2  Max: 15,7  AvgCalls: 1  Players: 1  
58 11:32:02 Avg: 0,9  Max: 6,7  AvgCalls: 1  Players: 1  
59 11:32:32 Avg: 0,8  Max: 9,4  AvgCalls: 1  Players: 1  
60 11:33:02 Avg: 0,8  Max: 10,0  AvgCalls: 1  Players: 1  
61 11:33:32 Avg: 0,8  Max: 16,2  AvgCalls: 1  Players: 1  
62 11:34:02 Avg: 0,9  Max: 8,2  AvgCalls: 1  Players: 1  
63 11:34:32 Avg: 0,8  Max: 5,9  AvgCalls: 1  Players: 1  
64 11:35:02 Avg: 0,8  Max: 8,2  AvgCalls: 1  Players: 1  
65 11:35:32 Avg: 0,8  Max: 8,9  AvgCalls: 1  Players: 1  
66 11:36:02 Avg: 0,7  Max: 4,1  AvgCalls: 1  Players: 1  
67 11:36:32 Avg: 0,7  Max: 6,6  AvgCalls: 1  Players: 1  
68 11:37:02 Avg: 0,7  Max: 8,7  AvgCalls: 1  Players: 1  
69 11:37:32 Avg: 0,7  Max: 10,3  AvgCalls: 1  Players: 1  
70 11:38:02 Avg: 0,8  Max: 16,1  AvgCalls: 1  Players: 1  
71 11:38:32 Avg: 0,7  Max: 4,3  AvgCalls: 1  Players: 1  
72 11:39:02 Avg: 0,9  Max: 8,5  AvgCalls: 1  Players: 1  
73 11:39:32 Avg: 0,7  Max: 9,3  AvgCalls: 1  Players: 1  
74 11:40:02 Avg: 0,8  Max: 6,1  AvgCalls: 1  Players: 1  
75 11:40:32 Avg: 1,0  Max: 97,3  AvgCalls: 1  Players: 1  
76 11:41:02 Avg: 2,1  Max: 24,5  AvgCalls: 1  Players: 1  
77 11:41:32 Avg: 1,8  Max: 226,1  AvgCalls: 1  Players: 1  
78 11:42:02 Avg: 1,2  Max: 15,5  AvgCalls: 1  Players: 1  
79 11:42:32 Avg: 2,1  Max: 67,2  AvgCalls: 1  Players: 1  
80 11:43:02 Avg: 1,6  Max: 39,8  AvgCalls: 1  Players: 1  
81 11:43:32 Avg: 1,3  Max: 20,3  AvgCalls: 1  Players: 1  
82 11:44:02 Avg: 0,9  Max: 6,9  AvgCalls: 1  Players: 1  
83 11:44:32 Avg: 1,2  Max: 13,0  AvgCalls: 1  Players: 1  
84 11:45:02 Avg: 1,1  Max: 44,0  AvgCalls: 1  Players: 1  
85 11:45:32 Avg: 1,0  Max: 8,8  AvgCalls: 1  Players: 1  
86 11:46:02 Avg: 1,0  Max: 20,0  AvgCalls: 1  Players: 1  
87 11:46:32 Avg: 0,8  Max: 4,8  AvgCalls: 1  Players: 1  
88 11:47:02 Avg: 0,9  Max: 8,7  AvgCalls: 1  Players: 1  
89 11:47:32 Avg: 0,9  Max: 16,2  AvgCalls: 1  Players: 1  
90 11:48:02 Avg: 0,8  Max: 17,4  AvgCalls: 1  Players: 1  
91 11:48:32 Avg: 0,8  Max: 17,7  AvgCalls: 1  Players: 1  
92 11:49:02 Avg: 0,8  Max: 14,6  AvgCalls: 1  Players: 1  
93 11:49:32 Avg: 0,7  Max: 7,5  AvgCalls: 1  Players: 1  
94 11:50:02 Avg: 0,9  Max: 20,0  AvgCalls: 1  Players: 1  
95 11:50:32 Avg: 0,8  Max: 6,0  AvgCalls: 1  Players: 1  
96 11:51:02 Avg: 0,7  Max: 8,3  AvgCalls: 1  Players: 1  
97 11:51:32 Avg: 0,9  Max: 12,3  AvgCalls: 1  Players: 1  
98 11:52:02 Avg: 0,8  Max: 4,6  AvgCalls: 1  Players: 1  
99 11:52:32 Avg: 0,7  Max: 6,0  AvgCalls: 1  Players: 1  
100 11:53:02 Avg: 0,9  Max: 8,9  AvgCalls: 1  Players: 1  
101 11:53:32 Avg: 0,8  Max: 8,4  AvgCalls: 1  Players: 1  
102 11:54:02 Avg: 0,7  Max: 6,6  AvgCalls: 1  Players: 1  
103 11:54:32 Avg: 0,7  Max: 6,1  AvgCalls: 1  Players: 1  
104 11:55:02 Avg: 0,7  Max: 3,3  AvgCalls: 1  Players: 1  
105 11:55:32 Avg: 0,7  Max: 8,0  AvgCalls: 1  Players: 1  
106 11:56:02 Avg: 0,7  Max: 7,8  AvgCalls: 1  Players: 1  
107 11:56:32 Avg: 0,8  Max: 4,3  AvgCalls: 1  Players: 1  
108 11:57:02 Avg: 0,9  Max: 7,4  AvgCalls: 1  Players: 1  
109 11:57:32 Avg: 0,8  Max: 4,8  AvgCalls: 1  Players: 1  
110 11:58:02 Avg: 0,7  Max: 4,8  AvgCalls: 1  Players: 1  
111 11:58:32 Avg: 0,7  Max: 4,1  AvgCalls: 1  Players: 1  
112 11:59:02 Avg: 0,8  Max: 16,2  AvgCalls: 1  Players: 1  
113 11:59:32 Avg: 0,8  Max: 6,4  AvgCalls: 1  Players: 1  
114 12:00:02 Avg: 0,8  Max: 6,1  AvgCalls: 1  Players: 1  
115 12:00:32 Avg: 0,7  Max: 2,4  AvgCalls: 1  Players: 1  
116 12:01:02 Avg: 0,8  Max: 15,1  AvgCalls: 1  Players: 1  
117 12:01:32 Avg: 0,8  Max: 6,3  AvgCalls: 1  Players: 1  
118 12:02:02 Avg: 0,7  Max: 8,0  AvgCalls: 1  Players: 1  
119 12:02:32 Avg: 0,7  Max: 6,0  AvgCalls: 1  Players: 1  
120 12:03:02 Avg: 0,8  Max: 10,4  AvgCalls: 1  Players: 1  
121 12:03:32 Avg: 0,6  Max: 4,0  AvgCalls: 1  Players: 1  
122 12:04:02 Avg: 0,8  Max: 10,2  AvgCalls: 1  Players: 1  
123 12:04:32 Avg: 0,7  Max: 8,5  AvgCalls: 1  Players: 1  
124 12:05:02 Avg: 0,7  Max: 11,5  AvgCalls: 1  Players: 1  
125 12:05:32 Avg: 0,7  Max: 5,5  AvgCalls: 1  Players: 1  
126 12:06:02 Avg: 0,8  Max: 8,0  AvgCalls: 1  Players: 1  
127 12:06:32 Avg: 0,8  Max: 8,0  AvgCalls: 1  Players: 1  
128 12:07:02 Avg: 0,7  Max: 4,0  AvgCalls: 1  Players: 1  
129 12:07:32 Avg: 0,8  Max: 6,2  AvgCalls: 1  Players: 1  
130 12:08:02 Avg: 0,8  Max: 9,9  AvgCalls: 1  Players: 1  
131 12:08:32 Avg: 0,7  Max: 3,7  AvgCalls: 1  Players: 1  
132 12:09:02 Avg: 0,8  Max: 8,0  AvgCalls: 1  Players: 1  
133 12:09:32 Avg: 0,9  Max: 10,0  AvgCalls: 1  Players: 1  
134 12:10:02 Avg: 1,1  Max: 7,8  AvgCalls: 1  Players: 1  
135 12:10:32 Avg: 0,9  Max: 5,6  AvgCalls: 1  Players: 1  
136 12:11:02 Avg: 0,9  Max: 5,9  AvgCalls: 1  Players: 1  
137 12:11:32 Avg: 1,0  Max: 8,7  AvgCalls: 1  Players: 1  
138 12:12:02 Avg: 0,8  Max: 2,9  AvgCalls: 1  Players: 1  
139 12:12:32 Avg: 0,8  Max: 4,1  AvgCalls: 1  Players: 1  
140 12:13:02 Avg: 0,8  Max: 10,9  AvgCalls: 1  Players: 1  
141 12:13:32 Avg: 0,7  Max: 5,0  AvgCalls: 1  Players: 1  
142 12:14:02 Avg: 0,7  Max: 6,7  AvgCalls: 1  Players: 1  
143 12:14:32 Avg: 0,7  Max: 3,7  AvgCalls: 1  Players: 1  
144 12:15:02 Avg: 0,8  Max: 8,0  AvgCalls: 1  Players: 1  
145 12:15:32 Avg: 0,7  Max: 4,1  AvgCalls: 1  Players: 1  
146 12:16:02 Avg: 0,8  Max: 20,1  AvgCalls: 1  Players: 1  
147 12:16:32 Avg: 0,7  Max: 10,2  AvgCalls: 1  Players: 1  
148 12:17:02 Avg: 0,7  Max: 7,5  AvgCalls: 1  Players: 1  
149 12:17:32 Avg: 0,7  Max: 4,1  AvgCalls: 1  Players: 1  
