1 12:29:50 OverAll: 0,4  DoTick: 0,1  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
2 12:30:20 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
3 12:30:50 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
4 12:31:20 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
5 12:31:50 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
6 12:32:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
7 12:32:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
8 12:33:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
9 12:33:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
10 12:34:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
11 12:34:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
12 12:35:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
13 12:35:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
14 12:36:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
15 12:36:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
16 12:37:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
17 12:37:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
18 12:38:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
19 12:38:50 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
20 12:39:20 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
