1 23:54:40 Avg: 1,2  Max: 37,9  AvgCalls: 1  Players: 0  
2 23:55:10 Avg: 0,5  Max: 3,9  AvgCalls: 1  Players: 0  
3 23:55:40 Avg: 0,4  Max: 2,2  AvgCalls: 1  Players: 0  
4 23:56:10 Avg: 0,4  Max: 2,9  AvgCalls: 1  Players: 0  
5 23:56:40 Avg: 0,5  Max: 12,0  AvgCalls: 1  Players: 0  
6 23:57:10 Avg: 0,4  Max: 1,8  AvgCalls: 1  Players: 0  
7 23:57:40 Avg: 0,4  Max: 0,9  AvgCalls: 1  Players: 0  
8 23:58:10 Avg: 0,4  Max: 6,1  AvgCalls: 1  Players: 0  
9 23:58:40 Avg: 0,4  Max: 1,0  AvgCalls: 1  Players: 0  
10 23:59:10 Avg: 0,5  Max: 41,7  AvgCalls: 1  Players: 0  
11 23:59:40 Avg: 0,4  Max: 5,7  AvgCalls: 1  Players: 0  
12 00:00:10 Avg: 0,4  Max: 2,3  AvgCalls: 1  Players: 0  
13 00:00:40 Avg: 0,4  Max: 7,9  AvgCalls: 1  Players: 0  
14 00:01:10 Avg: 0,4  Max: 1,5  AvgCalls: 1  Players: 0  
15 00:01:40 Avg: 0,4  Max: 12,1  AvgCalls: 1  Players: 0  
16 00:02:10 Avg: 0,4  Max: 3,4  AvgCalls: 1  Players: 0  
17 00:02:40 Avg: 0,4  Max: 2,7  AvgCalls: 1  Players: 0  
18 00:03:10 Avg: 0,4  Max: 4,5  AvgCalls: 1  Players: 0  
19 00:03:40 Avg: 0,4  Max: 1,9  AvgCalls: 1  Players: 0  
20 00:04:10 Avg: 1,2  Max: 503,4  AvgCalls: 1  Players: 0  
21 00:04:40 Avg: 0,4  Max: 3,2  AvgCalls: 1  Players: 0  
22 00:05:10 Avg: 0,4  Max: 5,0  AvgCalls: 1  Players: 0  
23 00:05:40 Avg: 0,4  Max: 1,2  AvgCalls: 1  Players: 0  
24 00:06:10 Avg: 0,4  Max: 1,5  AvgCalls: 1  Players: 0  
25 00:06:40 Avg: 0,4  Max: 7,8  AvgCalls: 1  Players: 0  
26 00:07:10 Avg: 0,4  Max: 2,5  AvgCalls: 1  Players: 0  
27 00:07:40 Avg: 0,4  Max: 7,8  AvgCalls: 1  Players: 0  
28 00:08:10 Avg: 0,4  Max: 5,7  AvgCalls: 1  Players: 0  
29 00:08:40 Avg: 0,4  Max: 2,1  AvgCalls: 1  Players: 0  
30 00:09:10 Avg: 0,4  Max: 10,5  AvgCalls: 1  Players: 0  
31 00:09:40 Avg: 0,4  Max: 7,9  AvgCalls: 1  Players: 0  
32 00:10:10 Avg: 1,2  Max: 80,6  AvgCalls: 1  Players: 0  
33 00:10:40 Avg: 0,7  Max: 10,1  AvgCalls: 1  Players: 1  
34 00:11:10 Avg: 0,7  Max: 5,9  AvgCalls: 1  Players: 1  
35 00:11:40 Avg: 0,6  Max: 12,9  AvgCalls: 1  Players: 0  
36 00:12:10 Avg: 0,5  Max: 10,9  AvgCalls: 1  Players: 0  
37 00:12:40 Avg: 0,4  Max: 3,3  AvgCalls: 1  Players: 0  
38 00:13:10 Avg: 0,4  Max: 1,4  AvgCalls: 1  Players: 0  
39 00:13:40 Avg: 0,4  Max: 4,1  AvgCalls: 1  Players: 0  
40 00:14:10 Avg: 0,4  Max: 15,6  AvgCalls: 1  Players: 0  
41 00:14:40 Avg: 0,4  Max: 2,5  AvgCalls: 1  Players: 0  
42 00:15:10 Avg: 0,5  Max: 32,5  AvgCalls: 1  Players: 0  
43 00:15:40 Avg: 0,7  Max: 12,2  AvgCalls: 1  Players: 1  
44 00:16:10 Avg: 0,7  Max: 7,3  AvgCalls: 1  Players: 1  
45 00:16:40 Avg: 0,6  Max: 4,2  AvgCalls: 1  Players: 1  
46 00:17:10 Avg: 0,6  Max: 4,1  AvgCalls: 1  Players: 1  
47 00:17:40 Avg: 1,0  Max: 43,3  AvgCalls: 1  Players: 1  
48 00:18:10 Avg: 1,0  Max: 20,8  AvgCalls: 1  Players: 2  
49 00:18:40 Avg: 0,9  Max: 14,5  AvgCalls: 1  Players: 2  
50 00:19:10 Avg: 0,8  Max: 14,4  AvgCalls: 1  Players: 2  
51 00:19:40 Avg: 0,7  Max: 3,5  AvgCalls: 1  Players: 1  
52 00:20:10 Avg: 0,5  Max: 4,0  AvgCalls: 1  Players: 1  
53 00:20:40 Avg: 0,6  Max: 4,5  AvgCalls: 1  Players: 1  
54 00:21:10 Avg: 0,8  Max: 28,4  AvgCalls: 1  Players: 1  
55 00:21:40 Avg: 0,7  Max: 5,6  AvgCalls: 1  Players: 2  
56 00:22:10 Avg: 0,7  Max: 8,0  AvgCalls: 1  Players: 2  
57 00:22:40 Avg: 0,7  Max: 6,4  AvgCalls: 1  Players: 2  
58 00:23:10 Avg: 0,7  Max: 42,1  AvgCalls: 1  Players: 2  
59 00:23:40 Avg: 0,7  Max: 4,6  AvgCalls: 1  Players: 2  
60 00:24:10 Avg: 0,7  Max: 17,2  AvgCalls: 1  Players: 2  
61 00:24:40 Avg: 0,7  Max: 2,8  AvgCalls: 1  Players: 2  
62 00:25:10 Avg: 0,7  Max: 4,9  AvgCalls: 1  Players: 2  
63 00:25:40 Avg: 0,7  Max: 4,1  AvgCalls: 1  Players: 2  
64 00:26:10 Avg: 0,8  Max: 43,9  AvgCalls: 1  Players: 2  
65 00:26:40 Avg: 0,6  Max: 7,0  AvgCalls: 1  Players: 2  
66 00:27:10 Avg: 0,6  Max: 3,2  AvgCalls: 1  Players: 2  
67 00:27:40 Avg: 0,7  Max: 23,2  AvgCalls: 1  Players: 2  
68 00:28:10 Avg: 0,7  Max: 4,4  AvgCalls: 1  Players: 2  
69 00:28:40 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
70 00:29:10 Avg: 0,6  Max: 10,5  AvgCalls: 1  Players: 1  
71 00:29:40 Avg: 0,5  Max: 3,0  AvgCalls: 1  Players: 1  
72 00:30:10 Avg: 0,5  Max: 4,1  AvgCalls: 1  Players: 1  
73 00:30:40 Avg: 0,5  Max: 5,9  AvgCalls: 1  Players: 1  
74 00:31:10 Avg: 0,5  Max: 4,1  AvgCalls: 1  Players: 1  
75 00:31:40 Avg: 0,5  Max: 0,8  AvgCalls: 1  Players: 1  
76 00:32:10 Avg: 0,5  Max: 3,4  AvgCalls: 1  Players: 1  
77 00:32:40 Avg: 0,5  Max: 3,9  AvgCalls: 1  Players: 1  
78 00:33:10 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
79 00:33:40 Avg: 0,6  Max: 4,6  AvgCalls: 1  Players: 1  
80 00:34:10 Avg: 0,6  Max: 10,9  AvgCalls: 1  Players: 1  
81 00:34:40 Avg: 0,6  Max: 6,2  AvgCalls: 1  Players: 1  
82 00:35:10 Avg: 0,6  Max: 1,9  AvgCalls: 1  Players: 1  
83 00:35:40 Avg: 0,6  Max: 10,8  AvgCalls: 1  Players: 1  
84 00:36:10 Avg: 0,6  Max: 2,9  AvgCalls: 1  Players: 1  
85 00:36:40 Avg: 0,6  Max: 2,1  AvgCalls: 1  Players: 1  
86 00:37:10 Avg: 0,6  Max: 1,6  AvgCalls: 1  Players: 1  
87 00:37:40 Avg: 0,6  Max: 4,1  AvgCalls: 1  Players: 1  
88 00:38:10 Avg: 0,6  Max: 7,4  AvgCalls: 1  Players: 1  
89 00:38:40 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
90 00:39:10 Avg: 0,6  Max: 12,6  AvgCalls: 1  Players: 1  
91 00:39:40 Avg: 0,6  Max: 0,9  AvgCalls: 1  Players: 1  
92 00:40:10 Avg: 0,6  Max: 9,1  AvgCalls: 1  Players: 1  
93 00:40:40 Avg: 0,6  Max: 31,2  AvgCalls: 1  Players: 1  
94 00:41:10 Avg: 0,6  Max: 7,9  AvgCalls: 1  Players: 1  
95 00:41:40 Avg: 0,6  Max: 4,1  AvgCalls: 1  Players: 1  
96 00:42:10 Avg: 0,6  Max: 5,1  AvgCalls: 1  Players: 1  
97 00:42:40 Avg: 0,6  Max: 0,8  AvgCalls: 1  Players: 1  
98 00:43:10 Avg: 0,6  Max: 3,2  AvgCalls: 1  Players: 1  
99 00:43:40 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
100 00:44:10 Avg: 0,6  Max: 9,3  AvgCalls: 1  Players: 1  
101 00:44:40 Avg: 0,6  Max: 5,7  AvgCalls: 1  Players: 1  
102 00:45:10 Avg: 0,6  Max: 2,0  AvgCalls: 1  Players: 1  
103 00:45:40 Avg: 0,6  Max: 6,1  AvgCalls: 1  Players: 1  
104 00:46:10 Avg: 0,6  Max: 1,7  AvgCalls: 1  Players: 1  
105 00:46:40 Avg: 0,6  Max: 0,9  AvgCalls: 1  Players: 1  
106 00:47:10 Avg: 0,6  Max: 3,0  AvgCalls: 1  Players: 1  
107 00:47:40 Avg: 0,6  Max: 0,9  AvgCalls: 1  Players: 1  
108 00:48:10 Avg: 0,6  Max: 4,6  AvgCalls: 1  Players: 1  
109 00:48:40 Avg: 0,6  Max: 2,5  AvgCalls: 1  Players: 1  
110 00:49:10 Avg: 0,6  Max: 7,6  AvgCalls: 1  Players: 1  
111 00:49:40 Avg: 0,6  Max: 2,9  AvgCalls: 1  Players: 1  
112 00:50:10 Avg: 0,6  Max: 4,0  AvgCalls: 1  Players: 1  
113 00:50:40 Avg: 0,6  Max: 1,1  AvgCalls: 1  Players: 1  
114 00:51:10 Avg: 0,6  Max: 1,8  AvgCalls: 1  Players: 1  
115 00:51:40 Avg: 0,6  Max: 1,0  AvgCalls: 1  Players: 1  
116 00:52:10 Avg: 0,6  Max: 4,3  AvgCalls: 1  Players: 1  
117 00:52:40 Avg: 0,6  Max: 0,8  AvgCalls: 1  Players: 1  
118 00:53:10 Avg: 0,6  Max: 1,8  AvgCalls: 1  Players: 1  
119 00:53:40 Avg: 0,6  Max: 7,0  AvgCalls: 1  Players: 1  
120 00:54:10 Avg: 0,6  Max: 8,0  AvgCalls: 1  Players: 1  
121 00:54:40 Avg: 0,6  Max: 2,0  AvgCalls: 1  Players: 1  
122 00:55:10 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
123 00:55:40 Avg: 0,6  Max: 3,9  AvgCalls: 1  Players: 1  
124 00:56:10 Avg: 0,6  Max: 5,2  AvgCalls: 1  Players: 1  
125 00:56:40 Avg: 0,6  Max: 2,3  AvgCalls: 1  Players: 1  
126 00:57:10 Avg: 0,6  Max: 1,6  AvgCalls: 1  Players: 1  
127 00:57:40 Avg: 0,6  Max: 0,8  AvgCalls: 1  Players: 1  
128 00:58:10 Avg: 0,7  Max: 20,3  AvgCalls: 1  Players: 1  
129 00:58:40 Avg: 0,6  Max: 1,7  AvgCalls: 1  Players: 2  
130 00:59:10 Avg: 0,7  Max: 11,6  AvgCalls: 1  Players: 2  
131 00:59:40 Avg: 0,6  Max: 2,0  AvgCalls: 1  Players: 2  
132 01:00:10 Avg: 0,7  Max: 4,6  AvgCalls: 1  Players: 2  
133 01:00:40 Avg: 0,8  Max: 5,3  AvgCalls: 1  Players: 2  
134 01:01:10 Avg: 0,7  Max: 3,3  AvgCalls: 1  Players: 2  
135 01:01:40 Avg: 0,7  Max: 6,4  AvgCalls: 1  Players: 2  
136 01:02:10 Avg: 0,7  Max: 1,8  AvgCalls: 1  Players: 2  
137 01:02:40 Avg: 0,7  Max: 1,3  AvgCalls: 1  Players: 2  
138 01:03:10 Avg: 0,7  Max: 3,1  AvgCalls: 1  Players: 2  
139 01:03:40 Avg: 0,7  Max: 8,7  AvgCalls: 1  Players: 2  
140 01:04:10 Avg: 0,7  Max: 10,4  AvgCalls: 1  Players: 2  
141 01:04:40 Avg: 0,7  Max: 3,0  AvgCalls: 1  Players: 2  
142 01:05:10 Avg: 0,7  Max: 1,6  AvgCalls: 1  Players: 2  
143 01:05:40 Avg: 0,7  Max: 1,8  AvgCalls: 1  Players: 2  
144 01:06:10 Avg: 0,7  Max: 1,8  AvgCalls: 1  Players: 2  
