1 14:09:19 OverAll: 0,4  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
2 14:09:49 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
3 14:10:19 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
4 14:10:49 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
5 14:11:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
6 14:11:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
7 14:12:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
8 14:12:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
9 14:13:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
10 14:13:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
11 14:14:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
12 14:14:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 2  
13 14:15:19 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 3  
14 14:15:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
15 14:16:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
16 14:16:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
17 14:17:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
18 14:17:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
19 14:18:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
20 14:18:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 3  
21 14:19:19 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 3  
22 14:19:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
23 14:20:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
24 14:20:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
25 14:21:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
26 14:21:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 3  
27 14:22:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
28 14:22:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
29 14:23:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
30 14:23:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
31 14:24:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
32 14:24:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
33 14:25:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
34 14:25:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
35 14:26:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
36 14:26:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
37 14:27:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
38 14:27:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
39 14:28:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
40 14:28:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
41 14:29:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
42 14:29:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
43 14:30:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
44 14:30:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
45 14:31:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
46 14:31:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
47 14:32:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
48 14:32:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
49 14:33:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
50 14:33:49 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
51 14:34:19 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
52 14:34:49 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
53 14:35:19 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 2  
