1 17:19:13 OverAll: 1,5  DoTick: 0,2  TickEntities: 0,7  TickTileEntities: 0,0  Tracker: 0,6  Chunk: 0,0  Players: 0  
2 17:19:43 OverAll: 0,7  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
3 17:20:13 OverAll: 0,5  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
4 17:20:43 OverAll: 0,5  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
5 17:21:13 OverAll: 0,6  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
6 17:21:43 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
7 17:22:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
8 17:22:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
9 17:23:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
10 17:23:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
11 17:24:13 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
12 17:24:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
13 17:25:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
14 17:25:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
15 17:26:13 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
16 17:26:43 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
17 17:27:13 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
18 17:27:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
19 17:28:13 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
20 17:28:43 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
21 17:29:13 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
22 17:29:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
23 17:30:13 OverAll: 1,3  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 0,8  Chunk: 0,0  Players: 1  
24 17:30:43 OverAll: 0,7  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,5  Chunk: 0,0  Players: 1  
25 17:31:13 OverAll: 1,3  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 0,9  Chunk: 0,0  Players: 1  
26 17:31:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
27 17:32:13 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,4  Chunk: 0,0  Players: 1  
28 17:32:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
29 17:33:13 OverAll: 1,9  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 1,5  Chunk: 0,0  Players: 2  
30 17:33:43 OverAll: 2,0  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 1,7  Chunk: 0,0  Players: 1  
31 17:34:13 OverAll: 1,0  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,8  Chunk: 0,0  Players: 1  
32 17:34:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
33 17:35:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
34 17:35:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
35 17:36:13 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
36 17:36:43 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
37 17:37:13 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
38 17:37:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
39 17:38:13 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
40 17:38:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
41 17:39:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,0  Chunk: 0,0  Players: 1  
42 17:39:43 OverAll: 1,5  DoTick: 0,1  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 1,0  Chunk: 0,0  Players: 1  
43 17:40:13 OverAll: 2,1  DoTick: 0,0  TickEntities: 0,4  TickTileEntities: 0,0  Tracker: 1,5  Chunk: 0,0  Players: 1  
44 17:40:43 OverAll: 1,5  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 1,1  Chunk: 0,0  Players: 1  
45 17:41:13 OverAll: 1,5  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 1,2  Chunk: 0,0  Players: 1  
46 17:41:43 OverAll: 0,9  DoTick: 0,1  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,6  Chunk: 0,0  Players: 1  
47 17:42:13 OverAll: 1,5  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 1,0  Chunk: 0,0  Players: 1  
48 17:42:43 OverAll: 2,4  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 2,0  Chunk: 0,0  Players: 1  
49 17:43:13 OverAll: 1,3  DoTick: 0,1  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 1,0  Chunk: 0,0  Players: 1  
50 17:43:43 OverAll: 0,7  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,4  Chunk: 0,0  Players: 1  
51 17:44:13 OverAll: 1,1  DoTick: 0,1  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,8  Chunk: 0,0  Players: 1  
52 17:44:43 OverAll: 0,7  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,4  Chunk: 0,0  Players: 1  
53 17:45:13 OverAll: 0,7  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
54 17:45:43 OverAll: 0,9  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,6  Chunk: 0,0  Players: 1  
55 17:46:13 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
56 17:46:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
57 17:47:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
58 17:47:43 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
59 17:48:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
60 17:48:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
61 17:49:13 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
62 17:49:43 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
63 17:50:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
64 17:50:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
65 17:51:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
66 17:51:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
67 17:52:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
68 17:52:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
69 17:53:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
70 17:53:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,4  Chunk: 0,0  Players: 1  
71 17:54:13 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
72 17:54:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
73 17:55:13 OverAll: 0,7  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 2  
74 17:55:43 OverAll: 0,8  DoTick: 0,1  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
75 17:56:13 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
76 17:56:43 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 1  
77 17:57:13 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
78 17:57:43 OverAll: 0,5  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
79 17:58:13 OverAll: 0,8  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,5  Chunk: 0,0  Players: 1  
80 17:58:43 OverAll: 0,7  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,5  Chunk: 0,0  Players: 1  
81 17:59:13 OverAll: 0,4  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 1  
82 17:59:43 OverAll: 0,6  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 1  
