1 19:00:05 OverAll: 3,1  DoTick: 0,7  TickEntities: 1,5  TickTileEntities: 0,0  Tracker: 0,8  Chunk: 0,0  Players: 0  
2 19:00:52 OverAll: 2,0  DoTick: 0,9  TickEntities: 0,3  TickTileEntities: 0,0  Tracker: 0,7  Chunk: 0,0  Players: 1  
3 19:01:05 OverAll: 0,9  DoTick: 0,5  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,3  Chunk: 0,0  Players: 2  
4 19:01:35 OverAll: 0,8  DoTick: 0,2  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,5  Chunk: 0,0  Players: 0  
5 19:02:05 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
6 19:02:35 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
7 19:03:05 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
8 19:03:35 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
9 19:04:05 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
10 19:04:35 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
11 19:05:05 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
12 19:05:35 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
13 19:06:05 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
14 19:06:35 OverAll: 0,1  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
15 19:07:05 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
16 19:07:35 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,0  TickTileEntities: 0,0  Tracker: 0,2  Chunk: 0,0  Players: 0  
17 19:08:05 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,2  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
18 19:08:35 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
19 19:09:05 OverAll: 0,2  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
20 19:09:35 OverAll: 0,3  DoTick: 0,0  TickEntities: 0,1  TickTileEntities: 0,0  Tracker: 0,1  Chunk: 0,0  Players: 0  
