1 17:55:42 Avg: 6,6  Max: 1019,9  AvgCalls: 1  Players: 1  
2 17:56:12 Avg: 2,2  Max: 29,9  AvgCalls: 1  Players: 2  
3 17:56:42 Avg: 3,2  Max: 750,3  AvgCalls: 1  Players: 2  
4 17:57:12 Avg: 1,6  Max: 14,8  AvgCalls: 1  Players: 2  
5 17:57:42 Avg: 1,5  Max: 12,0  AvgCalls: 1  Players: 2  
6 17:58:12 Avg: 1,3  Max: 9,5  AvgCalls: 1  Players: 2  
7 17:58:42 Avg: 1,4  Max: 22,1  AvgCalls: 1  Players: 2  
8 17:59:12 Avg: 1,5  Max: 8,8  AvgCalls: 1  Players: 2  
9 17:59:42 Avg: 1,4  Max: 13,4  AvgCalls: 1  Players: 2  
10 18:00:13 Avg: 1,4  Max: 61,8  AvgCalls: 1  Players: 2  
11 18:00:42 Avg: 1,4  Max: 12,8  AvgCalls: 1  Players: 2  
12 18:01:12 Avg: 1,5  Max: 19,9  AvgCalls: 1  Players: 2  
13 18:01:42 Avg: 1,4  Max: 12,8  AvgCalls: 1  Players: 2  
14 18:02:12 Avg: 1,8  Max: 12,7  AvgCalls: 1  Players: 2  
15 18:02:42 Avg: 1,3  Max: 9,0  AvgCalls: 1  Players: 2  
16 18:03:12 Avg: 1,3  Max: 6,1  AvgCalls: 1  Players: 2  
17 18:03:42 Avg: 1,4  Max: 8,2  AvgCalls: 1  Players: 2  
18 18:04:12 Avg: 1,4  Max: 6,2  AvgCalls: 1  Players: 2  
19 18:04:42 Avg: 1,2  Max: 6,7  AvgCalls: 1  Players: 2  
20 18:05:12 Avg: 1,3  Max: 19,2  AvgCalls: 1  Players: 2  
21 18:05:42 Avg: 1,2  Max: 5,2  AvgCalls: 1  Players: 2  
22 18:06:12 Avg: 1,3  Max: 20,5  AvgCalls: 1  Players: 2  
23 18:06:42 Avg: 1,3  Max: 8,7  AvgCalls: 1  Players: 2  
24 18:07:12 Avg: 1,5  Max: 15,9  AvgCalls: 1  Players: 2  
25 18:07:42 Avg: 1,3  Max: 8,7  AvgCalls: 1  Players: 2  
26 18:08:12 Avg: 1,2  Max: 6,1  AvgCalls: 1  Players: 2  
27 18:08:42 Avg: 1,2  Max: 8,7  AvgCalls: 1  Players: 2  
28 18:09:12 Avg: 1,3  Max: 16,2  AvgCalls: 1  Players: 2  
29 18:09:42 Avg: 1,3  Max: 9,0  AvgCalls: 1  Players: 2  
30 18:10:12 Avg: 1,4  Max: 13,7  AvgCalls: 1  Players: 2  
31 18:10:42 Avg: 1,4  Max: 20,0  AvgCalls: 1  Players: 2  
32 18:11:12 Avg: 1,4  Max: 9,9  AvgCalls: 1  Players: 2  
33 18:11:42 Avg: 1,3  Max: 48,9  AvgCalls: 1  Players: 2  
34 18:12:12 Avg: 1,3  Max: 8,7  AvgCalls: 1  Players: 2  
35 18:12:42 Avg: 1,4  Max: 8,7  AvgCalls: 1  Players: 2  
36 18:13:12 Avg: 1,4  Max: 13,0  AvgCalls: 1  Players: 1  
37 18:13:42 Avg: 1,3  Max: 8,7  AvgCalls: 1  Players: 1  
38 18:14:12 Avg: 1,2  Max: 27,6  AvgCalls: 1  Players: 1  
39 18:14:42 Avg: 1,2  Max: 8,6  AvgCalls: 1  Players: 1  
40 18:15:13 Avg: 1,3  Max: 54,4  AvgCalls: 1  Players: 1  
41 18:15:42 Avg: 1,2  Max: 6,2  AvgCalls: 1  Players: 1  
42 18:16:12 Avg: 1,2  Max: 10,9  AvgCalls: 1  Players: 1  
43 18:16:42 Avg: 1,3  Max: 26,8  AvgCalls: 1  Players: 1  
44 18:17:12 Avg: 1,3  Max: 7,0  AvgCalls: 1  Players: 1  
45 18:17:42 Avg: 1,6  Max: 13,9  AvgCalls: 1  Players: 1  
46 18:18:12 Avg: 1,5  Max: 11,3  AvgCalls: 1  Players: 1  
47 18:18:42 Avg: 1,3  Max: 5,4  AvgCalls: 1  Players: 1  
48 18:19:12 Avg: 1,4  Max: 11,8  AvgCalls: 1  Players: 1  
49 18:19:42 Avg: 1,3  Max: 7,2  AvgCalls: 1  Players: 2  
50 18:20:12 Avg: 1,4  Max: 16,6  AvgCalls: 1  Players: 2  
51 18:20:42 Avg: 1,3  Max: 5,0  AvgCalls: 1  Players: 2  
52 18:21:12 Avg: 1,3  Max: 4,8  AvgCalls: 1  Players: 1  
53 18:21:42 Avg: 1,2  Max: 10,1  AvgCalls: 1  Players: 1  
54 18:22:12 Avg: 1,2  Max: 7,1  AvgCalls: 1  Players: 1  
55 18:22:42 Avg: 1,3  Max: 30,5  AvgCalls: 1  Players: 1  
56 18:23:12 Avg: 1,4  Max: 9,9  AvgCalls: 1  Players: 1  
57 18:23:42 Avg: 1,3  Max: 7,2  AvgCalls: 1  Players: 1  
58 18:24:12 Avg: 1,2  Max: 14,3  AvgCalls: 1  Players: 1  
59 18:24:42 Avg: 1,2  Max: 6,9  AvgCalls: 1  Players: 1  
60 18:25:12 Avg: 1,3  Max: 26,1  AvgCalls: 1  Players: 1  
61 18:25:42 Avg: 1,2  Max: 6,4  AvgCalls: 1  Players: 1  
62 18:26:12 Avg: 1,3  Max: 12,8  AvgCalls: 1  Players: 1  
63 18:26:42 Avg: 1,2  Max: 5,7  AvgCalls: 1  Players: 1  
64 18:27:12 Avg: 1,3  Max: 23,3  AvgCalls: 1  Players: 1  
65 18:27:42 Avg: 1,2  Max: 5,6  AvgCalls: 1  Players: 1  
66 18:28:12 Avg: 1,2  Max: 7,9  AvgCalls: 1  Players: 1  
67 18:28:42 Avg: 1,2  Max: 7,6  AvgCalls: 1  Players: 1  
68 18:29:12 Avg: 1,3  Max: 4,8  AvgCalls: 1  Players: 1  
69 18:29:42 Avg: 1,2  Max: 4,7  AvgCalls: 1  Players: 1  
70 18:30:12 Avg: 1,4  Max: 28,7  AvgCalls: 1  Players: 1  
71 18:30:42 Avg: 1,2  Max: 6,8  AvgCalls: 1  Players: 1  
72 18:31:12 Avg: 1,3  Max: 7,5  AvgCalls: 1  Players: 1  
73 18:31:42 Avg: 1,3  Max: 14,1  AvgCalls: 1  Players: 1  
74 18:32:12 Avg: 1,2  Max: 4,7  AvgCalls: 1  Players: 1  
75 18:32:42 Avg: 1,2  Max: 8,1  AvgCalls: 1  Players: 1  
76 18:33:12 Avg: 1,2  Max: 8,8  AvgCalls: 1  Players: 1  
77 18:33:42 Avg: 1,2  Max: 8,0  AvgCalls: 1  Players: 1  
78 18:34:12 Avg: 1,2  Max: 10,9  AvgCalls: 1  Players: 1  
79 18:34:42 Avg: 1,2  Max: 5,0  AvgCalls: 1  Players: 1  
80 18:35:12 Avg: 1,2  Max: 14,4  AvgCalls: 1  Players: 1  
81 18:35:42 Avg: 1,2  Max: 6,9  AvgCalls: 1  Players: 1  
82 18:36:12 Avg: 1,2  Max: 9,7  AvgCalls: 1  Players: 1  
83 18:36:42 Avg: 1,2  Max: 6,7  AvgCalls: 1  Players: 1  
84 18:37:12 Avg: 1,3  Max: 9,1  AvgCalls: 1  Players: 1  
85 18:37:42 Avg: 1,2  Max: 4,6  AvgCalls: 1  Players: 1  
86 18:38:12 Avg: 1,2  Max: 6,4  AvgCalls: 1  Players: 1  
87 18:38:42 Avg: 1,2  Max: 5,7  AvgCalls: 1  Players: 1  
88 18:39:12 Avg: 1,2  Max: 6,6  AvgCalls: 1  Players: 1  
89 18:39:42 Avg: 1,2  Max: 14,8  AvgCalls: 1  Players: 1  
90 18:40:12 Avg: 1,3  Max: 16,1  AvgCalls: 1  Players: 1  
91 18:40:42 Avg: 1,3  Max: 6,7  AvgCalls: 1  Players: 1  
92 18:41:12 Avg: 1,3  Max: 7,3  AvgCalls: 1  Players: 1  
93 18:41:42 Avg: 1,2  Max: 8,7  AvgCalls: 1  Players: 1  
94 18:42:12 Avg: 1,2  Max: 8,6  AvgCalls: 1  Players: 1  
95 18:42:42 Avg: 1,2  Max: 5,5  AvgCalls: 1  Players: 1  
96 18:43:12 Avg: 1,6  Max: 36,5  AvgCalls: 1  Players: 2  
97 18:43:42 Avg: 1,5  Max: 6,9  AvgCalls: 1  Players: 3  
98 18:44:12 Avg: 1,9  Max: 275,7  AvgCalls: 1  Players: 3  
99 18:44:42 Avg: 1,3  Max: 5,7  AvgCalls: 1  Players: 3  
100 18:45:12 Avg: 1,5  Max: 20,7  AvgCalls: 1  Players: 3  
101 18:45:42 Avg: 1,3  Max: 13,1  AvgCalls: 1  Players: 2  
102 18:46:12 Avg: 1,4  Max: 7,1  AvgCalls: 1  Players: 2  
103 18:46:42 Avg: 2,0  Max: 20,9  AvgCalls: 1  Players: 3  
104 18:47:12 Avg: 1,7  Max: 7,7  AvgCalls: 1  Players: 4  
105 18:47:42 Avg: 1,5  Max: 9,0  AvgCalls: 1  Players: 4  
106 18:48:12 Avg: 1,7  Max: 14,1  AvgCalls: 1  Players: 4  
107 18:48:42 Avg: 1,6  Max: 13,1  AvgCalls: 1  Players: 4  
108 18:49:12 Avg: 1,6  Max: 14,5  AvgCalls: 1  Players: 4  
109 18:49:42 Avg: 1,6  Max: 7,5  AvgCalls: 1  Players: 4  
110 18:50:12 Avg: 3,0  Max: 42,5  AvgCalls: 1  Players: 5  
111 18:50:42 Avg: 1,7  Max: 8,1  AvgCalls: 1  Players: 5  
112 18:51:12 Avg: 1,7  Max: 11,3  AvgCalls: 1  Players: 5  
113 18:51:42 Avg: 1,7  Max: 8,3  AvgCalls: 1  Players: 5  
114 18:52:12 Avg: 2,8  Max: 36,7  AvgCalls: 1  Players: 5  
115 18:52:42 Avg: 2,4  Max: 34,8  AvgCalls: 1  Players: 3  
116 18:53:12 Avg: 2,1  Max: 32,1  AvgCalls: 1  Players: 2  
117 18:53:42 Avg: 1,4  Max: 10,4  AvgCalls: 1  Players: 2  
118 18:54:12 Avg: 2,2  Max: 367,3  AvgCalls: 1  Players: 3  
119 18:54:42 Avg: 1,5  Max: 15,8  AvgCalls: 1  Players: 3  
120 18:55:12 Avg: 1,5  Max: 19,0  AvgCalls: 1  Players: 3  
121 18:55:42 Avg: 1,3  Max: 11,9  AvgCalls: 1  Players: 3  
122 18:56:12 Avg: 1,4  Max: 15,0  AvgCalls: 1  Players: 3  
123 18:56:42 Avg: 1,2  Max: 5,5  AvgCalls: 1  Players: 3  
124 18:57:12 Avg: 1,4  Max: 16,8  AvgCalls: 1  Players: 2  
125 18:57:42 Avg: 1,4  Max: 13,9  AvgCalls: 1  Players: 1  
126 18:58:12 Avg: 1,0  Max: 22,1  AvgCalls: 1  Players: 1  
127 18:58:42 Avg: 1,4  Max: 8,6  AvgCalls: 1  Players: 2  
128 18:59:12 Avg: 1,4  Max: 12,3  AvgCalls: 1  Players: 2  
129 18:59:42 Avg: 1,4  Max: 7,8  AvgCalls: 1  Players: 2  
130 19:00:12 Avg: 1,5  Max: 11,5  AvgCalls: 1  Players: 2  
131 19:00:42 Avg: 1,4  Max: 10,7  AvgCalls: 1  Players: 2  
132 19:01:12 Avg: 1,5  Max: 9,7  AvgCalls: 1  Players: 2  
133 19:01:42 Avg: 1,5  Max: 15,6  AvgCalls: 1  Players: 2  
134 19:02:12 Avg: 1,4  Max: 8,6  AvgCalls: 1  Players: 2  
135 19:02:42 Avg: 1,3  Max: 11,8  AvgCalls: 1  Players: 2  
136 19:03:12 Avg: 1,4  Max: 10,8  AvgCalls: 1  Players: 2  
137 19:03:42 Avg: 1,4  Max: 6,1  AvgCalls: 1  Players: 2  
